,SHORTCODE,COMMENT_ID,COMMENT_USER,COMMENT_TIME,COMMENT_TEXT,COMMENT_TAGS,COMMENT_MENTIONS
322,BIJQ0GSAsnj,17849526250126804,mattsamoto,2016-07-22 01:50:51,@dreamstateconcepts your boys coming to sf. Time to stop by,,dreamstateconcepts 
323,BILSEqkAbIT,17858754613021941,magalidelarosa,2016-07-23 23:50:33,awesome!,,
324,BIOGdNSgucW,17859893767032236,chriswalker519,2016-07-24 00:07:05,What's the dress code ?,,
325,BIOGdNSgucW,17859893854032236,thegrandnightclub,2016-07-24 00:09:39,@chriswalker519 no tennis shoes  no sports attire and no hats,,chriswalker519 no 
326,BIVgyI5Au9P,17849702464094464,verbe__,2016-07-26 19:59:04,👌,,
327,BIVgyI5Au9P,17849727877094464,mslissablanco,2016-07-27 08:37:15,Your baby daddy is coming @ms.aimz,,ms.aimz 
328,BIdXlmnghWl,17850112465098722,sluna_lovve,2016-07-29 22:50:33,Wait what!!!???? @french_toasttty @catherine___  why not?,,french_toasttty catherine___ why 
329,BIdXlmnghWl,17851030549098722,untzsf,2016-08-15 15:33:46,💛💗💚,,
330,BIf3dQ2AKBR,17849866735123299,champayne_ma,2016-07-30 21:31:59,@dio_morales,,dio_morales 
331,BIgdCvhg6i6,17859298285009277,divadesiree29,2016-07-31 01:18:00,I wanna go @50cent,,50cent 
332,BIgg3jaAB_n,17859227464060113,adrienordorica,2016-07-31 02:29:07,👍,,
333,BIgg3jaAB_n,17859227764060113,executivedtown,2016-07-31 02:38:02,👌,,
334,BIgg3jaAB_n,17859229093060113,ajt87,2016-07-31 03:39:34,What type of music tonight,,
335,BIlGYGnggAO,17850055087081121,_beforethewin,2016-08-02 10:01:58,🤘🏾🤘🏾,,
336,BIlGYGnggAO,17850112993081121,wearenakd,2016-08-03 15:44:43,hell yeah,,
337,BIx3t6sAuRk,17860252741024238,neari.dj,2016-08-06 19:40:35,Miss SF..,,
338,BIx3t6sAuRk,17860319029024238,untzsf,2016-08-07 22:56:20,🎶⭐👯,,
339,BIx3t6sAuRk,17866061437048449,anna_dicenzo,2016-11-20 10:27:49,😎,,
340,BI5gyM7gnes,17850925330096248,cbernardino,2016-08-09 19:09:52,See y'all there this Sat ;) @baymcfly @fusion_phattracks @mr.xclus1ve @jerz1rocks @ceejayvee67 @unafeyedbullyzrue @ro_montana @r_francisco415,,baymcfly fusion_phattracks mr.xclus1ve jerz1rocks ceejayvee67 unafeyedbullyzrue ro_montana r_francisco415 
341,BI5gyM7gnes,17869986685054141,anna_dicenzo,2016-11-20 02:44:21,😎,,
342,BI5sAe7A_tC,17866674739038335,anna_dicenzo,2016-12-03 04:07:01,😎,,
343,BJLrJwRgOW0,17861378122017481,djr_wan,2016-08-24 21:24:04,Aw sweet,,
344,BJLrJwRgOW0,17862226471017481,untzsf,2016-09-08 08:28:20,💙🎵💛,,
345,BJgM6U8gVcz,17851179982120066,therealhazews,2016-08-24 19:27:40,@thegrandnightclub,,thegrandnightclub 
346,BJgM6U8gVcz,17851190530120066,jamespbudvar,2016-08-24 22:56:07,You gotta check out www·lnstaFoIIowersGrams·com to get thousands of followers everyday!!!!! 😛 8,,
347,BJgM6U8gVcz,17851310956120066,thegrandgirls,2016-08-26 22:02:54,😻,,
348,BJgM6U8gVcz,17851401295120066,brigca,2016-08-28 06:03:58,GO TO w͙w͙w͙·l͙n͙s͙t͙a͙F͙a͙m͙e͙N͙o͙w͙·c͙o͙m͙ TO GET ᕼᑌᑎᗪᖇEᗪᔕ Oᖴ ᖴOᒪᒪOᗯEᖇᔕ ᗯᕼO ᒪIKE YOᑌᖇ ᑭIᑕᔕ EᐯEᖇYᗪᗩY! 😅 181,,
349,BJgxH91gxmV,17860998589011807,prosellag,2016-08-25 16:18:07,@victoriaaaruiz @katherine_s_a,,victoriaaaruiz katherine_s_a 
350,BJgxH91gxmV,17861013331011807,mmrohrer,2016-08-25 20:51:11,This is great :),,
351,BJgxH91gxmV,17861364817011807,untzsf,2016-08-31 06:52:47,😍,,
352,BJlWuNnAeFP,17861269735038311,thegrandgirls,2016-08-26 22:02:37,😻,,
353,BJlWuNnAeFP,17861472538038311,untzsf,2016-08-30 01:39:47,Awesome 😍,,
354,BJtkZCsAwpo,17851778287119658,leafysocial,2016-08-30 00:03:27,yoo  crazy picture!! I check here every week... Keep it up :p,,crazy 
355,BJw7XkZg9G7,17861116582052844,lovemy_leena,2016-08-31 07:29:35,@soy_oak98,,soy_oak98 
356,BJw7XkZg9G7,17861212891052844,_gypsy_princess1,2016-09-02 03:10:08,R u guys still going to be doing Latino Fridays in nov???☺ can't wait to go to SF💜💜💜,,
357,BJw7XkZg9G7,17861266750052844,thegrandnightclub,2016-09-03 05:24:57,@_gypsy_princess1 yes  every Friday we host Latin Night. Make sure to follow us  so you can know what is going to happen in November!,,_gypsy_princess1 every so 
358,BJyd4-nAOw-,17852031952083454,thegrandgirls,2016-09-08 21:46:26,🍾👯🔥,,
359,BJ9879ZAwt5,17842094479147103,bluedevvo,2016-09-05 08:47:38,The only way to party #therightwaytoparty #partyinthebay #havingfuninthebay,therightwaytoparty partyinthebay havingfuninthebay ,
360,BJ9879ZAwt5,17842096120147103,coachjrlopez777,2016-09-05 11:01:10,Hmm  thinking of celebrating my Bday here,,thinking 
361,BJ9879ZAwt5,17842099108147103,thegrandnightclub,2016-09-05 14:30:36,@coachjrlopez777 😏We offer birthday packages. Text/call 415.636.0029 closer to the date for quoted prices.,,coachjrlopez777 
362,BJ9879ZAwt5,17842414642147103,joseline27_,2016-09-18 03:35:59,@sonia_esperanza.g,,sonia_esperanza.g 
363,BKBjdfOgzuR,17842126474187692,skemaddox,2016-09-06 19:03:51,this is sick 👍,,
364,BKBjdfOgzuR,17845348660130649,anna_dicenzo,2016-11-15 23:57:34,😎,,
365,BKElA-rgye2,17852226340107331,lene831,2016-09-07 23:47:04,Umm lol @delerix I think I'm done recovering lmao,,delerix 
366,BKElA-rgye2,17852226646107331,delerix,2016-09-08 00:00:36,😩🙈 sucks were not gonna be there! :/ lol @lene831,,lene831 
367,BKElA-rgye2,17852226685107331,lene831,2016-09-08 00:03:25,@delerix what you mean?? Lol we can go to SF lol (jk not that down just yet lol),,delerix 
368,BKElA-rgye2,17852226703107331,delerix,2016-09-08 00:04:20,Lol 😂 I know that but I have a quience to go to lol that's what I meant @lene831,,lene831 
369,BKElA-rgye2,17852226727107331,thegrandnightclub,2016-09-08 00:05:39,We are open until 2 am ladies 😏 @delerix @lene831,,delerix lene831 
370,BKElA-rgye2,17852332867107331,lvsqz12,2016-09-10 08:47:11,@thegrandnightclub where can I get tickets ?,,thegrandnightclub 
371,BKo2nNrA55K,17867006491022539,paigem812,2016-09-22 00:41:55,@kee_sta_ @herthinnerbeauty 😩😩😩😩,,kee_sta_ herthinnerbeauty 
372,BKo2nNrA55K,17867006995022539,kendraboo9271,2016-09-22 01:00:32,Leggo! Lol @amilli0nare @_nhqueen,,amilli0nare _nhqueen 
373,BKo2nNrA55K,17867007445022539,amilli0nare,2016-09-22 01:17:57,I saw this but the cheapest is like $70 before fees 😩😩😩 @kendraboo9271,,kendraboo9271 
374,BKo2nNrA55K,17867008660022539,dianadancelife,2016-09-22 01:48:13,Oh 🙀😺😺😺,,
375,BKo2nNrA55K,17867017336022539,angiedurkee,2016-09-22 08:14:18,@abigailcaroline94 @juliapetrus @ginabellina,,abigailcaroline94 juliapetrus ginabellina 
376,BKo2nNrA55K,17867045731022539,lokelani_lt,2016-09-23 00:01:36,@xotillyou_overdose after party?🤔🤔 lol jk,,xotillyou_overdose 
377,BKo2nNrA55K,17859805990070513,anna_dicenzo,2016-11-28 15:26:40,💞,,
378,BKq7UbxAb35,17863945309057340,paigem812,2016-09-22 22:31:50,@herthinnerbeauty @kee_sta_ 😩😩😩😩😩😩😩😩😩😩😭😭😭😭 why can't this be sat night,,herthinnerbeauty kee_sta_ 
379,BKq7UbxAb35,17864047867057340,nate_tella,2016-09-25 05:19:27,@john_navalta we out?,,john_navalta 
380,BKq7UbxAb35,17865938269053577,anna_dicenzo,2016-11-13 11:02:32,💞,,
381,BKyqQtHAtUm,17852210716083429,wearenakd,2016-09-26 04:52:37,Nice one!,,
382,BKyqQtHAtUm,17852211973083429,ccristina.j,2016-09-26 06:25:22,@jasmiinn your video...👀,,jasmiinn 
383,BK9g6HPglbn,17842790857192968,garretstone,2016-09-30 01:54:30,right on! 👊,,
384,BK9g6HPglbn,17843114059192968,lucky_lefty757,2016-10-08 19:00:01,@christian.taylorr,,christian.taylorr 
385,BLKK5CagmZg,17843367367137886,djr_wan,2016-10-17 20:13:12,This is sweet :),,
386,BLKK5CagmZg,17843425645185010,heyitsmarcella,2016-10-20 06:37:55,@meghperkovich,,meghperkovich 
387,BLKK5CagmZg,17866044103014163,untzsf,2016-11-07 06:11:01,Awesome 😍,,
388,BLKK5CagmZg,17847079930188906,anna_dicenzo,2017-01-17 23:30:57,💥,,
389,BLKx3JHA8Tk,17867259592047287,yourbigbosslink,2016-10-05 05:20:49,Hello... ladies...,,
390,BLKx3JHA8Tk,17867312065047287,dj.220,2016-10-05 15:00:48,@thegrandnightclub Ayy your IG is dope!,,thegrandnightclub 
391,BLKx3JHA8Tk,17867518735047287,thegrandgirls,2016-10-08 22:26:35,🍾👯🔥,,
392,BLKx3JHA8Tk,17843714308193104,evelyn_cabas_,2016-10-28 06:33:54,@bodybyval is a Fashion Designer That Specializes in Nightclub Custom Uniforms  Outfits  Dresses &amp; BodySuits #BodyByVal #HandMade MADE IN MIAMI #CustomMade 305.890.6269,BodyByVal HandMade CustomMade ,bodybyval Outfits Dresses 
393,BLUNrKKg8J4,17853477253103343,ausdjforums,2016-10-08 21:27:53,Best 👌,,
394,BLZvhwQgqcf,17843140312175235,gettingfitjes,2016-10-11 01:01:19,Like your page ;),,
395,BLhJAJNg0VM,17843267377193440,rebekki88,2016-10-14 01:27:53,@itshaunnah too bad you wont be here!!!!,,itshaunnah 
396,BLhJAJNg0VM,17843278057193440,lene831,2016-10-14 07:06:18,Option for Friday lol @letty_8319,,letty_8319 
397,BLhJAJNg0VM,17843348302193440,iamdrew___vq,2016-10-16 06:49:56,@danny_lal ??🤔,,danny_lal 
398,BLhJAJNg0VM,17843348326193440,iamdrew___vq,2016-10-16 06:50:30,@akskumar you been to this place?,,akskumar 
399,BLhJAJNg0VM,17843348575193440,akskumar,2016-10-16 07:05:27,@andrew94_dc5 yup not for Halloween but in general ya,,andrew94_dc5 
400,BLtsRcHgxqH,17863961716055301,lllll0llll___,2016-10-18 18:47:39,Follow me for upcoming events! 💥,,
401,BLtsRcHgxqH,17853291121090910,rockinbrides,2016-10-19 18:50:17,Outstanding one!,,
402,BLtsRcHgxqH,17843450431170547,tmscollective,2016-10-19 21:34:31,Strong work. 💪🏻,,
403,BLtsRcHgxqH,17853814327128980,thatsjeremy,2016-10-19 21:43:59,@thegrandnightclub Kanye west for official after party?,,thegrandnightclub 
404,BL-AKd5gUD1,17843656120172809,oleafilms,2016-10-26 12:39:57,Love this,,
405,BMIKI4EgtfS,17843757004192179,tmscollective,2016-10-29 01:40:58,Front of the Bell Curve. 🌎,,
406,BMIKI4EgtfS,17864639683052417,alysiakeyssss,2016-10-29 01:45:56,@reenamaee,,reenamaee 
407,BMIKI4EgtfS,17843715178163292,thegrandnightclub,2016-10-29 06:37:55,@alysiakeysss @reenamaee 👋🏽👋🏽,,alysiakeysss reenamaee 
408,BMX9Zolgdq4,17853872110089748,chiioluv,2016-11-04 07:13:23,@chikisss_,,chikisss_ 
409,BMX9Zolgdq4,17843953549190767,jonny.rios,2016-11-04 09:31:09,Super nice :),,
410,BMX9Zolgdq4,17843952448154356,akirathedon,2016-11-04 20:00:51,👊,,
411,BM2br2JgIe0,17855218210129970,jake_hadden,2016-11-16 13:16:47,😄,,
412,BM2eb-4gdKU,17855254783128047,chiioluv,2016-11-16 00:56:00,@chikisss_,,chikisss_ 
413,BM2eb-4gdKU,17868258751062757,missbomb_shell,2016-12-28 05:03:20,@uniques0badd,,uniques0badd 
414,BM2eb-4gdKU,17873960029046311,yahhnesss,2017-02-16 03:18:24,@chrysiboo,,chrysiboo 
415,BPVz06DgdZc,17859086227109876,siiilmdz,2017-01-16 22:09:27,Yaaayy! Love latino fridays ❤,,
416,BPa01xnAivC,17849005147182255,muzzimuscle,2017-02-12 15:05:38,🔥,,
417,BPa01xnAivC,17875426027002131,mohammadmusictv,2017-03-09 10:24:07,😎,,
418,BPgbo0Fgxhv,17857845652089474,shuggalippzz,2017-01-21 00:54:22,👍,,
419,BPiv9V2gJ-O,17847654142171728,nektarliqueur,2017-01-24 12:46:28,Excellent!!!! nice,,
420,BPiv9V2gJ-O,17874976552035215,monarchtheatre,2017-03-11 06:26:17,Great stuff!,,
421,BPqXfzvgtZV,17873014045058523,barsmithphx,2017-03-05 01:31:29,This is awesome,,
422,BPx7ZLWDyZC,17870957707038075,henrygeraldg,2017-01-27 20:03:58,👍,,
423,BPx_s_1j-ZM,17848092904183203,djcourtneymills,2017-01-29 05:16:42,😄,,
424,BPx_s_1j-ZM,17861013865098450,corporate_raider,2017-02-10 11:52:45,Oh  yes!!😍Grand SF always has the sexiest crowd!👅💦 Hey @thegrandnightclub You guys should book the legendary world-famous StoneBridge @realstonebridge The Bay Area loves StoneBridge's funky sound! 🎼🙌😎 My Silicon Valley tech colleagues and I we often have bottle service and we have an awesome time at your venue. 🎉🎈🎊🍾🕺💃,,yes!!😍Grand thegrandnightclub realstonebridge 
425,BP0bWKYjyoQ,17871673957003341,nahidmkamal,2017-01-28 20:09:37,👌,,
426,BP0bWKYjyoQ,17858380033093819,djmaniakal,2017-01-29 23:29:46,Great!,,
427,BP_gv_igMyP,17860227814116704,kitwaltersmusic,2017-02-02 02:53:05,Das whats up,,
428,BQD8nfeg3Df,17848868449149102,msmondy,2017-02-03 21:54:12,Hey ladies 😍😍😘😘 love this pic of us! @poison_eli @d_marie118,,poison_eli d_marie118 
429,BQD8nfeg3Df,17871597052025178,d_marie118,2017-02-04 03:11:08,Can't wait til next time 😘😘 @msmondy @poison_eli,,msmondy poison_eli 
430,BQGfPpZAkXz,17860640632104233,jnoldmusic,2017-02-04 21:03:41,Awesome venue! Check your DM when you have a moment  thanks so much,,thanks 
431,BQRHEImghqa,17871913288041254,jckaroo,2017-02-08 22:42:58,⚡,,
432,BQRHEImghqa,17863014202077173,compasssaturdays,2017-02-11 12:38:19,🙌,,
433,BQRHEImghqa,17860589284127471,merotherealboy,2017-02-13 15:42:37,Linda foto  saludos !!!,,saludos 
434,BQTeWbag9Af,17848917100165232,mvpnightclub,2017-02-11 18:44:03,⚡,,
435,BQTeWbag9Af,17849019214152030,whattuduapp,2017-02-12 10:48:38,This is the nicest one!,,
436,BQTeWbag9Af,17861637805103095,jnoldmusic,2017-02-15 20:38:54,Love your venue  please check your DM when you have a chance thanks so much!,,please 
437,BQV7JlSA8NO,17871852022038889,thegrandnightclub,2017-02-10 23:55:31,@bayareapartyupdates yes!,,bayareapartyupdates 
